Agency,Reservation_Date,Hotel_Chain_Code,Hotel_Chain_Name,Hotel_Property_Name,Hotel_Address,Hotel_City_Name,Hotel_State,Hotel_Zip_Code,Hotel_Country_Code,Check_In_Date,Check_Out_Date,Number_of_Room_Nights,Daily_Rate,Total_Spend,GDS_Record_Locator,Online_Booking_Indicator
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,75,75,VHETUZ,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,VFMLCM,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,54,54,WFNJUX,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,7,34.2586,239.8102,UCCBPS,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,3,31,93,HGDAII,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,4,44,176,UCCBPS,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Grandmas Feather,2358 Mendenhall Loop Road,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,119,119,NHECNB,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Country Lane Inn,9300 Glacier Hwy,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,109,109,XPYZJI,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW The Plaza Hotel,3253 N Nimitz Hwy,Honolulu                 ,HI,96819,US,00:00.0,00:00.0,1,159,159,PWFOPA,NULL
Agency C,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Seattle,17338 International Blvd,Seattle                  ,WA,98188,US,00:00.0,00:00.0,1,99,99,NHECNB,NULL
Agency C,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,4,140,560,PWFOPA,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,AHTMTL,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,XPYZJI,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,ZWSJAR,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Sophie Station Hotel,1717 University Ave,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,OIDJFR,NULL
Agency C,00:00.0,YO,CANDLEWOOD SUITES,YO Candlewood Suites Joplin,3512 South Rangeline,Joplin                   ,MO,64804,US,00:00.0,00:00.0,5,83,415,AWMQPX,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,21.62,21.62,ELOQVP,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,42.3,42.3,EXNJMX,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,2,42.3,84.6,EXNJMX,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,13,39,CAAEPT,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,32,32,UMLECP,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Landing Hotel,3434 Tongass Ave,Ketchikan                ,AK,99901,US,00:00.0,00:00.0,2,99,198,NDUTAT,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Landing Hotel,3434 Tongass Ave,Ketchikan                ,AK,99901,US,00:00.0,00:00.0,2,99,198,WJCZDO,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,NNCSCG,NULL
Agency C,00:00.0,WI,WESTIN HOTELS,WI Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,00:00.0,00:00.0,6,184,1104,UNMUWF,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Marriott Alban ANC,3401 A Street,Anchorage                ,AK,99503,US,00:00.0,00:00.0,3,99,297,CAAEPT,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Ketchikan,AK,NULL,US,00:00.0,00:00.0,2,106.5,213,NDUTAT,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Kansas City,MO,NULL,US,00:00.0,00:00.0,5,24.6,123,BVHKZB,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Sacramento,CA,NULL,US,00:00.0,00:00.0,8,22,176,FGPRDO,NULL
Agency C,00:00.0,CI,COMFORT INNS,CI Comfort Inn Ship Creek,111 W Ship Creek Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,5,79,395,XGVBZH,NULL
Agency C,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Anchorage,4411 Spenard Road,Anchorage                ,AK,99517,US,00:00.0,00:00.0,11,99,1089,OPKQWC,NULL
Agency C,00:00.0,SI,SHERATON HOTELS,SI Sheraton Denver West Hotel,360 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,1,149,149,BMQMEY,NULL
Agency C,00:00.0,TO,TOWNPLACE SUITES,TO Twnplc Ste Metarie,5424 Citrus Blvd,New Orleans              ,LA,70123,US,00:00.0,00:00.0,4,151,604,JMRZWM,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,4,50.055,200.22,JMRZWM,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,5,35,175,DPDQGW,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Albuquerque,NM,NULL,US,00:00.0,00:00.0,4,21.5,86,QXTGGB,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,15.25,61,CKQBMC,NULL
Agency C,00:00.0,GZ,GENARES RESV,GZ  King Eider Inn of Barrow,1752 Ahkovak Street,Barrow                   ,AK,99723,US,00:00.0,00:00.0,1,158,158,JVFOLI,NULL
Agency C,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,3,140,420,KEILNG,NULL
Agency C,00:00.0,OR,OUTRIGGER HOTELS,OR Ala Moana Hotel,410 Atkinson Dr,Honolulu                 ,HI,96814,US,00:00.0,00:00.0,2,159,318,LRONTO,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,CKQBMC,NULL
Agency C,00:00.0,WV,TRAVELCLICK,WV Dimond Center Hotel,700 E Dimond Blvd,Anchorage                ,AK,99515,US,00:00.0,00:00.0,7,99,693,SNSRCH,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Phoenix,AZ,NULL,US,00:00.0,00:00.0,4,19.56,78.24,TTFYMO,NULL
Agency C,00:00.0,NULL,XX Delta Cottages,XX Delta Cottages,NULL,Bethal,AK,NULL,US,00:00.0,00:00.0,3,165,495,DZVXCH,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,4,12,48,MQDJIB,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,4,14,56,XNXNYM,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Natl Airport,1489 Jefferson Davis,Arlington                ,VA,22202,US,00:00.0,00:00.0,1,85,85,ECRMFX,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,14,28,NAEVGK,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste Denver,139 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,3,150.12,450.36,CAFSRU,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Guam,627B Pale San Vitores Rd,Tumon,NULL,96913,GU,00:00.0,00:00.0,4,159,636,PYPAOQ,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,NAEVGK,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,2,28.96,57.92,ECRMFX,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,4,29.5,118,PYPAOQ,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,13,39,UUVDSJ,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,13,52,GUQMZS,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,13,13,WRLSGL,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,1,39,39,EMZXXI,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Kansas City,MO,NULL,US,00:00.0,00:00.0,5,48.8,244,FLGWKW,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Downtown MCI,1301 Wyandotte Street,Kansas City              ,MO,64105,US,00:00.0,00:00.0,5,106,530,FLGWKW,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Airport Marriott YUL,7000 Place Robert Joncas,Montreal,QC,H4M 2Z5,CA,00:00.0,00:00.0,4,158.63,634.52,AXWZIX,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,12,12,UCREYL,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,12,24,UOKGSI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,12,24,VOWCOC,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,6,20.1667,121.0002,KTNSPJ,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,1,26,26,GPAOYY,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Pensacola,FL,NULL,US,00:00.0,00:00.0,11,27.5718,303.2898,BDELXF,NULL
Agency C,00:00.0,GI,HILTON GARDEN INN,GI Anchorage Hilton Garden Inn,4555 Union Square Drive,Anchorage                ,AK,99503,US,00:00.0,00:00.0,6,99,594,KTNSPJ,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste Denver,139 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,3,150.12,450.36,YZLPKH,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites  Anchorage AK,140 West Tudor Rd,Anchorage                ,AK,99503,US,00:00.0,00:00.0,1,99,99,FLGWKW,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,GUQMZS,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,ZQXPCN,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,VOWCOC,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Arlington And Towers,950 N Stafford Street,Arlington                ,VA,22203,US,00:00.0,00:00.0,2,184,368,BUIEQS,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Grand Hotel Marriott Resort MOB,One Grand Boulevard,Point Clear              ,AL,36564,US,00:00.0,00:00.0,11,104,1144,BDELXF,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,99,99,HULEJH,NULL
Agency C,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,3,99,297,UUVDSJ,NULL
Agency C,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Fairbanks Princess Hotel,4477 Pikes Landing Road,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,4,75,300,VOWCOC,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,3,23,69,YZLPKH,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,3,99,297,IETJCU,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,1,99,99,IETJCU,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Ste Albuquerque,1520 Sunport Place Se,Albuquerque              ,NM,87106,US,00:00.0,00:00.0,6,83,498,KICMYS,NULL
Agency C,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites  Anchorage AK,140 West Tudor Rd,Anchorage                ,AK,99503,US,00:00.0,00:00.0,9,99,891,BECDGV,NULL
Agency C,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Exp Stes Historic ABQ,2300 12Th Street Nw,Albuquerque              ,NM,87104,US,00:00.0,00:00.0,6,83,498,BNOPBI,NULL
Agency C,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Dulles Airport IAD,45020 Aviation Drive,Sterling                 ,VA,20166,US,00:00.0,00:00.0,1,89,89,IETJCU,NULL
Agency C,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Arpt Marriott SAV,One Jay R Turner Drive,Savannah                 ,GA,31408,US,00:00.0,00:00.0,1,98,98,IETJCU,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Albuquerque,NM,NULL,US,00:00.0,00:00.0,6,18.3333,109.9998,KICMYS,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Albuquerque,NM,NULL,US,00:00.0,00:00.0,8,15.7138,125.7104,BNOPBI,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Medford,OR,NULL,US,00:00.0,00:00.0,15,25.1427,377.1405,KICMYS,NULL
Agency C,00:00.0,NULL,XX Kilauea Military Camp,XX Kilauea Military Camp,99-252 Crater Rim Drive,Hawaii National Park     ,HI,96718,US,00:00.0,00:00.0,3,130,390,WTLZVT,NULL
Agency C,00:00.0,AH,ASTON HOTEL,AH Aston Aloha Beach Hotel LIH,3 5920 Kuhio Highway,Kapaa                    ,HI,96746,US,00:00.0,00:00.0,1,129,129,PNRUDX,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,13,13,QRDZUO,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,4,61.75,247,QSAHBY,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,2,49,98,QSAHBY,NULL
Agency C,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Herndon IAD,2200 Centerville Road,Herndon                  ,VA,20170,US,00:00.0,00:00.0,2,144,288,NIEETW,NULL
Agency C,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Marriott Cap Hill Na DCA,140 L Street SE,Washington               ,DC,20003,US,00:00.0,00:00.0,4,174,696,EBJFJU,NULL
Agency C,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree New Orleans Canal St,300 Canal Street,New Orleans              ,LA,70130,US,00:00.0,00:00.0,3,151,453,ANBUQK,NULL
Agency C,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree New Orleans Canal St,300 Canal Street,New Orleans              ,LA,70130,US,00:00.0,00:00.0,3,151,453,FODEQI,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,3,28,84,WTLZVT,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Anchorage,500 W Third Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,4,99,396,LHFWMR,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton New Orleans Airport,901 Airline Hwy,Kenner                   ,LA,70062,US,00:00.0,00:00.0,1,151,151,ANBUQK,NULL
Agency C,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton New Orleans Airport,901 Airline Hwy,Kenner                   ,LA,70062,US,00:00.0,00:00.0,1,151,151,FODEQI,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Iad Ap,45250 Monterey Place,Sterling                 ,VA,20166,US,00:00.0,00:00.0,1,105,105,DJVLAJ,NULL
Agency C,00:00.0,SI,SHERATON HOTELS,SI Sheraton Crystal City,1800 Jefferson Davis Hwy,Arlington                ,VA,22202,US,00:00.0,00:00.0,1,184,184,IROFWZ,NULL
Agency C,00:00.0,YO,CANDLEWOOD SUITES,YO Candlewood Suites Phoenix,11411 N Black Canyon Hwy,Phoenix                  ,AZ,85029,US,00:00.0,00:00.0,10,70,700,PLTMRK,NULL
Agency C,00:00.0,YX,SYNXIS CORPORATION,YX Larkspur Landing Sacramento,555 Howe Ave,Sacramento               ,CA,95825,US,00:00.0,00:00.0,6,102,612,NFMRIG,NULL
Agency C,00:00.0,YX,SYNXIS CORPORATION,YX Larkspur Landing Sacramento,555 Howe Ave,Sacramento               ,CA,95825,US,00:00.0,00:00.0,6,102,612,RUPCET,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,2,41,82,LXRLIZ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Guam,NULL,NULL,GU,00:00.0,00:00.0,1,41,41,LXRLIZ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,2,117.32,234.64,PNRUDX,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,1,45.12,45.12,ANBUQK,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Sacramento,CA,NULL,US,00:00.0,00:00.0,6,30.3317,181.9902,EXDNZX,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,1,37,37,LXRLIZ,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,2,20.68,41.36,NIEETW,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Juneau,AK,NULL,US,00:00.0,00:00.0,1,42,42,POZZCQ,NULL
Agency C,00:00.0,ZE,HERTZ,HERTZ,NULL,Sacramento,CA,NULL,US,00:00.0,00:00.0,6,41.6667,250.0002,NFMRIG,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Ft Collins/Loveland,CO,NULL,US,00:00.0,00:00.0,2,47,94,SNCIVT,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Kodiak,AK,NULL,US,00:00.0,00:00.0,1,84,84,YRLBXB,NULL
Agency C,00:00.0,NULL,XX Kilauea Military Camp,XX Kilauea Military Camp,99-252 Crater Rim Drive,Hawaii National Park     ,HI,96718,US,00:00.0,00:00.0,3,130,390,WTLZVT,NULL
Agency C,00:00.0,NULL,XX Volcano Country Cottage,XX Volcano Country Cottage,19-3990 Old Volcano Road,Volcano                  ,HI,96785,US,00:00.0,00:00.0,4,111.5,446,THLMCN,NULL
Agency C,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,1,33,33,UHIQYH,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Best Western Pasco Inn,2811 North 20Th Avenue,Pasco                    ,WA,99301,US,00:00.0,00:00.0,4,90,360,SHGHOI,NULL
Agency C,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Portland-Lloyd Ctr,1000 Ne Multnomah,Portland                 ,OR,97232,US,00:00.0,00:00.0,4,126,504,GIRIMK,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,4,28,112,THLMCN,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,4,125,500,ZUIFHK,NULL
Agency C,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,4,140,560,YPYWFM,NULL
Agency C,00:00.0,IQ,SCANRES HOSPITALITY,IQ Westmark Baranof JNU,127 N Franklin,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,135,135,NBFXXG,NULL
Agency C,00:00.0,OR,OUTRIGGER HOTELS,OR Ala Moana Hotel,410 Atkinson Dr,Honolulu                 ,HI,96814,US,00:00.0,00:00.0,5,159,795,AOOXNJ,NULL
Agency C,00:00.0,OR,OUTRIGGER HOTELS,OR Ala Moana Hotel,410 Atkinson Dr,Honolulu                 ,HI,96814,US,00:00.0,00:00.0,5,169,845,RYDBFQ,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Downtown Marriott DCA,1199 Vermont Ave,Washington               ,DC,20005,US,00:00.0,00:00.0,5,184,920,BMGCYU,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Marriott Airport LFT,128 James Comeaux Rd,Lafayette                ,LA,70508,US,00:00.0,00:00.0,4,83,332,BXCTWU,NULL
Agency C,00:00.0,RC,RESIDENCE INNS,RC Residence Inn Metaire,3 Galleria Blvd,Metairie                 ,LA,70001,US,00:00.0,00:00.0,15,129,1935,BXCTWU,NULL
Agency C,00:00.0,XL,SUMMIT INTERNATIONAL,XL Aka White House DCA,1710 H Street Nw,Washington               ,DC,20006,US,00:00.0,00:00.0,3,184,552,UHIQYH,NULL
Agency C,00:00.0,YO,CANDLEWOOD SUITES,YO Candlewood Suites Phoenix,11411 N Black Canyon Hwy,Phoenix                  ,AZ,85029,US,00:00.0,00:00.0,64,80,5120,RAOERW,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,18,28.4683,512.4294,BXCTWU,NULL
Agency C,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Seattle,WA,NULL,US,00:00.0,00:00.0,4,21.62,86.48,SHGHOI,NULL
Agency C,00:00.0,ZI,AVIS,AVIS,NULL,Kodiak,AK,NULL,US,00:00.0,00:00.0,1,73,73,JUVDWA,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Hilo,HI,NULL,US,00:00.0,00:00.0,3,28,84,WTLZVT,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Portland,OR,NULL,US,00:00.0,00:00.0,4,31.75,127,GIRIMK,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Tulsa,OK,NULL,US,00:00.0,00:00.0,2,39,78,UHIQYH,NULL
Agency C,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,3,22,66,UHIQYH,NULL
Agency C,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,5,37,185,AOOXNJ,NULL
Agency C,00:00.0,NULL,XX Maureens Bed and Breakfast Hilo,XX Maureens Bed and Breakfast Hilo,1896 Kalaniana Ole Street,Hilo                     ,HI,96720,US,00:00.0,00:00.0,1,114,114,KJMZAT,NULL
Agency C,00:00.0,NULL,XX Mooring Lodge,XX Mooring Lodge,NULL,Yakutat,AK,99999,US,00:00.0,00:00.0,1,200,200,YRXEVG,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Country Lane Inn,9300 Glacier Hwy,Juneau                   ,AK,99801,US,00:00.0,00:00.0,2,109,218,IUBJEH,NULL
Agency C,00:00.0,BW,BEST WESTERN INTL,BW Country Lane Inn,9300 Glacier Hwy,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,109,109,IUBJEH,NULL
Agency C,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,3,59,177,KJMZAT,NULL
