VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
47387308,2014,1,29100
726521227,2014,2,2455
968605415,2014,1,83
828991526,2014,1,0
85555258,2014,1,46350
78883237,2014,1,556224
21601299,2014,1,7222.69
2793282,2014,3,31745.03
36420701,2014,1,2796.45
52099050,2014,2,38500
136247124,2014,2,78956
717641430,2014,1,226446.03
966565751,2014,1,4250
4065756,2014,1,4575
180760480,2014,1,55212
145066259,2014,1,4770.25
611493342,2014,1,525000
116136961,2014,2,26000
79433865,2014,1,7900
833175032,2014,1,297
148959971,2014,1,8799
14295679,2014,1,4250
16808044,2014,1,3543
74281395,2014,1,11005
759302008,2014,2,13690
962334608,2014,1,3000
86689887,2014,1,6640
826937133,2014,1,5000
181640827,2014,1,6522.4
830066077,2014,1,150000
828917349,2014,2,40656.35
830181319,2014,1,6800
80264914,2014,1,11585
148211626,2014,1,61875
79359158,2014,2,48827.5
858974921,2014,1,10000
154547558,2014,1,116250.2
194268657,2014,1,43465.85
126302210,2014,1,17112
624471942,2014,1,5700
832643634,2014,1,9994.4
78448196,2014,2,15982
13006731,2014,1,1800
40060543,2014,1,4800
65475600,2014,2,32673.96
96204685,2014,2,105100
803828755,2014,2,10054.2
616482303,2014,1,9310
79299711,2014,1,7440
30584564,2014,2,54713
51048627,2014,1,23181.04
114667954,2014,2,7872
11392790,2014,1,11489
179252531,2014,1,52695
362475738,2014,2,16238.24
35522606,2014,1,4358.73
828445598,2014,2,1360
828183165,2014,1,59740
26348362,2014,1,5472
859173270,2014,1,5996.45
84018134,2014,1,35200
78731914,2014,1,16560
962033861,2014,1,196799.88
10599556,2014,1,3678.2
152232539,2014,1,78344.89
88098181,2014,2,12428.3
791315872,2014,3,34450
795421937,2014,2,67300
139229066,2014,1,5069.51
2830193,2014,2,159194
965189124,2014,1,79985
35212091,2014,1,13355.9
111186743,2014,1,8800
831344689,2014,1,28100
178585683,2014,2,61404
534779314,2014,1,101792
340001299,2014,1,16446.07
136791147,2014,1,37664.98
10976804,2014,1,6900
4855524,2014,2,9359
147309272,2014,4,247277.33
113421309,2014,1,18800
155082084,2014,1,35539.14
67050591,2014,1,23500
4445347,2014,3,34297.5
9120080,2014,3,24112.47
5930037,2014,1,8406.86
53842407,2014,1,10756
156488884,2014,1,166031.1
961909244,2014,1,148983
79327526,2014,1,19000
688134404,2014,1,12893.88
178581872,2014,3,25525
76633122,2014,1,26361.6
79357152,2014,1,6033.1
18661723,2014,1,109320
145683954,2014,1,116767
826326605,2014,1,8600
16798485,2014,1,16437.26
131115078,2014,1,3470
48368695,2014,1,7362
41047692,2014,1,18046.07
56597879,2014,1,4995
807437553,2014,2,125650
878069459,2014,2,120466
29613262,2014,1,4777
79540079,2014,1,37062
128330714,2014,2,40049.88
622595366,2014,1,0
79350718,2014,1,3200
133341099,2014,1,0
62811161,2014,1,5640
185273823,2014,2,31201.88
78347475,2014,1,18500
623668238,2014,3,20770838.21
793373130,2014,2,1887140.94
800577582,2014,2,243000
2049690,2014,2,1212.9
147951883,2014,1,1612282.2
218133477,2014,1,22100
118117113,2014,1,10000
831577825,2014,2,24505
78509339,2014,1,31589
121203483,2014,2,34815
148932739,2014,1,4210
120980727,2014,1,5135.7
78352861,2014,6,164756
207902453,2014,1,85000
439824215,2014,1,20090.13
57303554,2014,2,14936.65
118163245,2014,1,223940
71409460,2014,1,10696.36
157369331,2014,1,5517.1
98413300,2014,1,139300
129699034,2014,1,0
51657323,2014,2,78210
828109111,2014,1,7006.14
831407783,2014,1,3362
79516449,2014,1,40000
147445709,2014,1,0
611946500,2014,1,70000
111674156,2014,1,3646
627941649,2014,1,9600
19561510,2014,1,7337.88
78478157,2014,1,7120
78766748,2014,2,8909.4
603669805,2014,1,20675
147471689,2014,1,88580
140213013,2014,1,45600
808529171,2014,1,9500
6518420,2014,1,6750
624832911,2014,1,17300
826375847,2014,1,93210
208255554,2014,2,8536
162350529,2014,1,19803.96
876334467,2014,2,181000
784942617,2014,1,27600
944321975,2014,1,5280
28488422,2014,1,16000
137542721,2014,2,34750
26024679,2014,2,14675
150736700,2014,2,7704.53
91501031,2014,1,7799
113426498,2014,1,9600
110435737,2014,2,55005.04
78732482,2014,1,1000
830326067,2014,1,10000
79101074,2014,1,3385
49078349,2014,1,49238
13262415,2014,1,3600
941997467,2014,1,7500
122403702,2014,2,2700
78278105,2014,2,1698143.24
879992647,2014,1,14500
557816112,2014,1,1989.88
66801382,2014,1,16600
167590475,2014,1,102574.5
11030694,2014,1,65000
618848852,2014,1,23421.17
845802800,2014,1,7500
839808383,2014,1,56250
38250457,2014,1,14850
79344509,2014,1,24871
625222708,2014,1,16980
253813000,2014,1,8580
27104884,2014,1,4200
167061688,2014,1,40020
624810177,2014,1,4400
141420203,2014,1,4600.93
52755167,2014,1,3300
78421235,2014,1,500
15016546,2014,2,10745.48
110521739,2014,1,2670044
808926989,2014,1,156994.01
10198215,2014,1,9790
827658506,2014,2,55667
140235354,2014,1,3000
119316870,2014,1,7200
55366749,2014,1,312000
122647212,2014,1,5280
800451218,2014,2,11500
61047817,2014,1,7500
188593102,2014,1,70864.62
160125295,2014,1,50000
43870526,2014,1,92911
76224179,2014,1,20588
79371863,2014,1,12000
342839952,2014,1,129.73
535299952,2014,1,55000
28913619,2014,1,1982477.93
6651850,2014,1,912864.71
68787050,2014,1,74355
624451949,2014,3,11900.39
84495811,2014,1,10262.07
778903658,2014,1,9000
928560791,2014,1,4831
18353128,2014,1,128383
118074520,2014,1,69999.99
687936526,2014,1,12823969.42
960613305,2014,1,5107.5
967334330,2014,1,6625
801183802,2014,1,24750
88944488,2014,1,8428
784088747,2014,2,40320
808181080,2014,1,31930
55230668,2014,1,706794.84
83699447,2014,1,13535
80207165,2014,1,6751.88
119789667,2014,2,16769
830761990,2014,2,17147.02
17938366,2014,1,1227
96060538,2014,1,7743.44
79186942,2014,1,200
54975321,2014,1,5880
15260870,2014,2,2501
106992253,2014,1,9481787.1
42007906,2014,1,8699
19040880,2014,1,25484
16198217,2014,1,1016040
55571855,2014,3,197183.14
39384243,2014,1,7214
932243512,2014,2,118660
156398112,2014,2,91312
79393102,2014,1,4400
166307657,2014,1,3429
164561628,2014,1,3655
790277052,2014,1,10995
788150642,2014,1,14900
800669884,2014,1,149548
197825537,2014,1,39481
557163081,2014,1,150
144319464,2014,1,7789
312525494,2014,1,89384.99
801387601,2014,1,8474
833278232,2014,2,14625
4127603,2014,1,25583.5
948216536,2014,1,9950
11977949,2014,1,3295.6
450382247,2014,1,90615.81
34838565,2014,1,3154.22
24007325,2014,1,5884
825321891,2014,3,18015.06
164378577,2014,1,24300
800770955,2014,1,17466.8
829514319,2014,1,1672551.7
185998689,2014,2,33669.46
6486450,2014,2,3004.35
9027491,2014,1,11990
836245204,2014,1,6800
61859422,2014,2,382100
78389351,2014,1,8952
147264436,2014,1,6910
827406971,2014,1,11492
78512602,2014,1,2950
55558266,2014,1,136225.39
79003398,2014,1,5694.5
625328851,2014,2,44300
847962354,2014,2,10585
621804913,2014,1,18879.7
949150171,2014,1,20624
196072818,2014,2,103488.76
106736767,2014,3,82753.01
787027762,2014,1,1000000
43282870,2014,1,4266.4
965998714,2014,1,29300
17036353,2014,1,41500
61793241,2014,1,10000
240612809,2014,1,5974.65
169302846,2014,1,4106
602667995,2014,1,1898140.03
131060956,2014,1,18725
148549512,2014,1,24788000
62779053,2014,3,267500
16836498,2014,3,67419.06
47094453,2014,1,2400
33034190,2014,1,100
41114487,2014,2,40035
782852433,2014,1,10024
3002052,2014,1,69000
29118804,2014,1,5330
23775198,2014,1,6800
159822381,2014,1,12000
969025043,2014,1,58995
127612823,2014,1,5000
832968189,2014,1,75749
78526130,2014,1,15000
144265936,2014,3,20286.8
849720714,2014,1,56270.4
948416979,2014,1,3200
32133535,2014,1,48633
832696822,2014,1,18520
5448469,2014,1,13716
964623024,2014,1,144000
605868251,2014,1,7920
135019961,2014,1,170000
624119546,2014,1,26734.93
75295832,2014,1,15778.5
968801514,2014,1,0
362808995,2014,2,69770
61154555,2014,1,13330.12
941497778,2014,1,199890
963922591,2014,1,7393.51
21200381,2014,1,8150
809234946,2014,1,7140.68
7764669,2014,1,7920
170607287,2014,1,1200
366475973,2014,1,9450.64
78689280,2014,1,14506
101863389,2014,2,91759.88
86951027,2014,1,8369.77
806896002,2014,1,8546
10308808,2014,2,15942.73
555609031,2014,1,4877
809292332,2014,1,5790
34677583,2014,1,0
154314947,2014,1,8400
839321387,2014,1,4350.3
125469861,2014,1,6000
63938401,2014,1,667807
119693885,2014,1,8820
43030530,2014,1,12724.28
78423656,2014,1,13778
74524554,2014,1,2420
61913307,2014,1,17360.52
73116618,2014,1,53074.76
623106874,2014,1,10000
152364696,2014,1,134416.66
144864993,2014,1,31000
78496844,2014,1,3325
79397684,2014,1,19000
79086106,2014,1,1200
33519833,2014,3,32339.76
79242766,2014,1,28500
21593863,2014,1,7764
98236156,2014,1,10000
9418158,2014,1,81000
809479645,2014,3,4011555.7
71291843,2014,1,10315
154454284,2014,1,2800
168628691,2014,1,37744
604238936,2014,1,15000
622766801,2014,2,432331.6
11614547,2014,1,2997.2
112660733,2014,1,6596
616883851,2014,1,9600
79383229,2014,1,24000
809135010,2014,1,71051
961890741,2014,1,70000
786489802,2014,3,27611.5
63437629,2014,1,40875
969957138,2014,1,11730
312828068,2014,1,25000
46860966,2014,1,69222.5
79460448,2014,1,9994.56
118935634,2014,1,24462
72208572,2014,1,8125
84528033,2014,2,10088
162202162,2014,1,43292
96250949,2014,1,0
147978977,2014,1,6000000
78851071,2014,1,8900
877853325,2014,1,1500
78650501,2014,2,513150
32080996,2014,2,28447.01
342250456,2014,1,35905
79223910,2014,1,109818.88
807122119,2014,1,17059.53
141938063,2014,2,259998
79519277,2014,1,27600
51258817,2014,1,3520
832807705,2014,1,17500
64897150,2014,2,18722
858835650,2014,1,18200
79179772,2014,1,84870.56
79352520,2014,1,14570
933521759,2014,1,400
963676445,2014,1,19758.72
804547768,2014,1,30000
829794440,2014,1,33419.75
30539597,2014,1,5400
167230841,2014,1,6800
131312709,2014,1,5622.4
28750503,2014,3,1243909.76
809343705,2014,2,9672.98
48542666,2014,1,9999.99
157651506,2014,1,15945.46
74003950,2014,1,6358.72
147792105,2014,2,0
78847966,2014,1,803110
122368657,2014,1,2247416.01
79086613,2014,1,3731.86
11095903,2014,1,71700
855025933,2014,2,32861.1
26681220,2014,1,3491.6
73251543,2014,1,23485.13
31087633,2014,1,10600
788959351,2014,1,1340.79
954151853,2014,2,697899
968995709,2014,1,26052
878030493,2014,1,5270.2
831358986,2014,1,12500
56898786,2014,1,7010
944446566,2014,2,21857.27
825054765,2014,1,10880
24484784,2014,1,5503
808076462,2014,2,20654
69457786,2014,3,71216.95
557987405,2014,2,0
79196886,2014,1,34875
791221661,2014,1,12176
176167070,2014,1,952815.2
799711697,2014,1,80
835636242,2014,1,10790
962846213,2014,1,21235
802461983,2014,2,14689
19637193,2014,2,25177.65
688273676,2014,1,15700
71770721,2014,1,4220
155202674,2014,1,1240.2
829970305,2014,1,42291.92
194162327,2014,1,13200
944117837,2014,1,12531.54
45297942,2014,2,8583.25
156898496,2014,1,21000
7036792,2014,4,1550
612677583,2014,1,28915.77
2610926,2014,1,54996
6207864,2014,1,8778.95
5061994,2014,1,4025
79086444,2014,1,22651
833064061,2014,2,89677
152685137,2014,1,2501
14121029,2014,1,948.2
27005701,2014,1,30000
969258524,2014,2,459184.44
44831311,2014,1,12980
84415959,2014,1,10000
185261658,2014,1,150000
134906903,2014,1,410000
13265925,2014,1,6600
78657600,2014,1,60000
141696653,2014,1,19900
79428317,2014,1,12750
109285841,2014,1,18940
66810656,2014,1,50050
55474852,2014,1,23400
803862098,2014,1,13802
78510642,2014,2,151640
2792182,2014,1,15500
78404298,2014,1,2501
692379742,2014,1,13200
830765637,2014,1,5000
333755804,2014,1,483.1
78530089,2014,1,3500
799593129,2014,1,7111
78497325,2014,1,100159.65
136248155,2014,1,90113.54
969975189,2014,1,4587
109694240,2014,1,30740
16435922,2014,1,6610
79257715,2014,1,600
102130218,2014,1,18111.6
968775226,2014,1,14400
602933777,2014,1,20608
839489791,2014,1,41093
806497744,2014,1,5000
130283653,2014,1,0
789933918,2014,1,3148975
805639846,2014,2,8980
179142310,2014,3,18407.99
815177095,2014,1,9300
833889504,2014,1,2010
968125216,2014,1,51000
16610250,2014,1,398875.5
809939705,2014,1,2950
607704488,2014,1,8050
10585933,2014,1,2947.5
98099526,2014,1,5655.48
605048367,2014,2,190876
603678355,2014,1,146000
174223354,2014,1,9426
167341648,2014,1,59600
48120336,2014,1,556
799110692,2014,1,6230
55216647,2014,1,29036
58799917,2014,1,23966.7
828765870,2014,1,6032
3292885,2014,2,28794
757419361,2014,1,51600
60534112,2014,2,16000
27720333,2014,1,7426.05
17204668,2014,1,4499
188479059,2014,2,7303
2206530,2014,2,32364.21
79107710,2014,1,4006.8
962244567,2014,1,40248.75
24704160,2014,1,0
962131657,2014,1,1670.36
52833352,2014,3,100781
43038407,2014,1,9672.8
69720100,2014,1,12012
149677317,2014,2,13325
118803717,2014,2,12106.01
963586529,2014,1,10784
114701852,2014,2,13700
12929142,2014,2,733650
434903326,2014,1,45759.96
945019870,2014,1,0
603982950,2014,1,33776
102207818,2014,1,49200.05
55985568,2014,1,233270
826176443,2014,1,4884.73
42937219,2014,1,61465
133918842,2014,1,298136
968593686,2014,1,24860
594974250,2014,1,9000
801071465,2014,1,107830
831428219,2014,1,2880
610361060,2014,1,35554.96
171827314,2014,1,7000
805290228,2014,1,1751
78752729,2014,1,8185
968246939,2014,1,149921
964741669,2014,1,5000
79283208,2014,1,6750
47040860,2014,1,9500
79536420,2014,1,5400
78794145,2014,1,126741.67
25066460,2014,1,6800
31985484,2014,1,11830
124682357,2014,1,15068.59
169101289,2014,1,9640
126162689,2014,1,3282.75
78282490,2014,1,7110
93638690,2014,1,525.26
170009042,2014,1,90015.3
78564096,2014,1,136309.3
149111218,2014,1,4734
606004302,2014,2,10025.55
97940188,2014,1,3820.24
105233493,2014,1,14070.23
61761185,2014,1,6800
154419886,2014,1,5066
78792877,2014,1,9975
969272165,2014,1,5319
113662519,2014,2,30000
800748329,2014,1,4398.47
789418485,2014,2,33457.91
828591169,2014,1,3922366.24
41053471,2014,1,15975
137394834,2014,1,45373
802808402,2014,1,4200
90075805,2014,1,10725
79164796,2014,1,591.43
79481808,2014,1,120800
6230908,2014,1,3420
34408635,2014,1,4125
80310204,2014,2,179493
24214295,2014,1,4859.42
145962986,2014,1,13265
23086614,2014,1,7950
180247587,2014,2,109680
16412703,2014,1,10170.75
36882715,2014,1,3000
21675699,2014,1,13544
354426231,2014,1,38044.56
166756887,2014,1,50000
103969085,2014,1,5650
23684384,2014,1,4395.03
947365383,2014,1,22400
79187588,2014,1,9091.64
25335405,2014,1,4648.5
855020856,2014,1,15600
600827435,2014,1,79248
196010391,2014,3,24262
45433919,2014,1,9000
112752204,2014,1,76365.9
14548689,2014,1,4173.6
28108406,2014,1,4992
58075057,2014,1,2269.15
137470519,2014,1,37437
34353706,2014,1,17415
105894778,2014,1,4875.83
829382287,2014,4,2840194.2
704290808,2014,1,5291.32
36567837,2014,1,3000
783264526,2014,1,6444.91
1727312,2014,1,3520
30673102,2014,1,50000
796531197,2014,1,0
29882672,2014,1,1259800
167880520,2014,2,3135
1899074,2014,1,15603.93
809744753,2014,2,47311
947999934,2014,1,14587.2
616676289,2014,1,40000
361409972,2014,1,6675
966113115,2014,1,100037
153451521,2014,1,2352.22
57338907,2014,1,9872.5
784235405,2014,1,7680
192682763,2014,1,8400
170243265,2014,1,558
616215799,2014,1,3828
441060662,2014,1,57980.21
33472208,2014,1,13785
829015648,2014,2,6724.8
843007279,2014,1,6480
137599593,2014,1,417850.97
603183617,2014,1,14075
53796744,2014,1,10110.26
78863856,2014,1,11081.94
68450329,2014,1,2405
79378083,2014,1,16944.64
965835106,2014,1,7221
79174068,2014,1,2000
78689393,2014,1,85835
606757698,2014,1,20000
884574240,2014,1,8795.1
78597435,2014,1,600
78802302,2014,1,29745
241645779,2014,1,9990
78632505,2014,1,24960
28686018,2014,1,10170
183601996,2014,1,9750
83331249,2014,1,8634.81
126783625,2014,2,99914.06
152028291,2014,1,23000
79105345,2014,1,71000
131409351,2014,1,17500
79447229,2014,1,10018.35
131256377,2014,2,67560
367157360,2014,1,150000
968868203,2014,1,5925.5
130223279,2014,1,7192
47247945,2014,1,34895.17
39889555,2014,1,5281.52
833086676,2014,1,137663.57
833044352,2014,1,284766.15
608148995,2014,1,1404774
116352738,2014,2,13440
189474273,2014,2,38100
29858706,2014,1,3640
33986560,2014,1,4314.8
781097915,2014,1,24887
185838406,2014,1,3716.6
158915145,2014,1,55986.05
83300108,2014,1,16000
106590185,2014,1,4917.03
158848051,2014,1,22800
67989590,2014,1,4000
127545841,2014,1,3123.75
72813368,2014,1,27992
40362188,2014,1,3414.4
134748169,2014,1,97580
99784357,2014,2,23287.02
965427263,2014,1,56767.78
145240417,2014,2,25975
9485590,2014,1,5508
123396199,2014,1,5949.5
67736221,2014,1,6800
138841593,2014,1,6489
218133433,2014,1,27198.72
884556234,2014,1,16000
540775988,2014,1,12630
610318227,2014,1,110175
34387865,2014,1,895
791211415,2014,1,25619.55
145171802,2014,1,223049.71
807661025,2014,1,8920
828815212,2014,1,0
806985933,2014,1,5500
61583506,2014,1,4600
148044886,2014,1,23505.72
24581050,2014,1,3907658.61
136803116,2014,2,44502
25129102,2014,1,5096.29
128380438,2014,1,517275
27495019,2014,1,543
16028102,2014,1,1620
796947323,2014,2,8704.9
79364276,2014,1,48000
801207197,2014,1,4210
39889340,2014,1,16326
138882308,2014,1,4512.5
798860243,2014,2,9782.66
965713498,2014,2,23767
943036228,2014,1,18384.5
78312987,2014,1,81750
69045771,2014,1,6250
792261539,2014,1,4680
603875738,2014,1,495860
55353155,2014,1,11007.57
4532594,2014,1,46522.8
16148681,2014,1,581229.72
961615650,2014,1,21535
9936051,2014,1,5250
72122070,2014,1,10200
72655665,2014,2,11445.56
101786507,2014,1,6345.86
963474510,2014,1,900000
78699754,2014,1,2900
79176705,2014,1,10565.84
115554912,2014,1,124000
964515220,2014,1,4253.56
140015277,2014,1,172200
131090511,2014,1,21378
171599371,2014,1,127830
76395714,2014,1,1750
10700321,2014,2,31283.6
147225528,2014,1,150824
82346735,2014,1,7478
799734251,2014,1,5797
31154271,2014,1,2830
136959942,2014,1,83217
968620257,2014,1,3600
606123946,2014,1,5600
79299653,2014,1,45000
797963923,2014,2,21094.5
183559194,2014,1,9279.72
782526800,2014,1,25000
624934261,2014,1,54107
86683927,2014,1,109078
110722204,2014,1,9088
8554482,2014,2,176015
144894516,2014,2,26600
862213881,2014,1,75000
786928312,2014,1,337.01
79553984,2014,1,26655
134790286,2014,1,25000
850537985,2014,2,6974.37
622926004,2014,1,24823.5
89372812,2014,1,2501
79257571,2014,1,19060
53184776,2014,1,99974.23
833084937,2014,3,310820.51
79327581,2014,1,26244.4
43288307,2014,2,16530
32783528,2014,1,7140
137132069,2014,1,18011
16456592,2014,1,3875.09
604101100,2014,1,49505
31749326,2014,1,5245
79116900,2014,1,2993
944883248,2014,1,4737
3492048,2014,1,5028.32
631137056,2014,1,55989.41
837688746,2014,1,5635
780670790,2014,1,42225
27779818,2014,1,7448
79173800,2014,1,4000
949109466,2014,1,21000
130734382,2014,1,9500
63391825,2014,1,187637.38
788063238,2014,2,15500
968641477,2014,1,18360
556984730,2014,2,8992.81
93620714,2014,1,499977
48258962,2014,1,4250
807782243,2014,1,386820.5
18219787,2014,1,10355.86
824766849,2014,1,150
44585574,2014,1,22329.33
806883026,2014,1,12400
149497559,2014,1,6600
932525769,2014,1,106992
34048009,2014,1,37187.52
23716181,2014,1,2520
167528160,2014,2,371029.76
13719005,2014,1,19389.21
838125169,2014,1,23996.7
171290914,2014,1,12000
3127081,2014,1,13400
847601569,2014,1,27995
131012036,2014,1,70000
624003203,2014,3,65821.32
79347243,2014,1,18990
78408447,2014,1,4979
136770703,2014,1,4000
35869937,2014,1,9245
850546270,2014,1,51566.67
79270874,2014,1,3008.84
116337192,2014,1,20862.35
106217354,2014,1,7788
962479510,2014,1,20812.76
125798426,2014,1,10000
623752938,2014,1,12386
624115346,2014,1,877283.52
964798693,2014,1,15000
13159666,2014,1,0
112905596,2014,1,126625.68
877370056,2014,1,39018.36
79540557,2014,1,3995.18
175963271,2014,1,0
2156191,2014,1,23671.2
795622575,2014,1,5663985
137876876,2014,1,83921.77
74260720,2014,1,15560
609624965,2014,1,3198.4
850493608,2014,1,16139
833566656,2014,1,129985
873018535,2014,1,23275
791584725,2014,1,50036
969642156,2014,2,29441.22
3555641,2014,1,5527.8
620620278,2014,1,5100
38032756,2014,1,32844.36
79124198,2014,1,1400
15263924,2014,1,680
801485371,2014,1,29968
78378075,2014,1,3929.5
155303936,2014,1,4737
30447200,2014,1,14997.87
865369578,2014,1,2112478.7
149970993,2014,1,22170
948665344,2014,1,60931
116050373,2014,1,19208.5
802271908,2014,1,3020
82437732,2014,1,68440
11668225,2014,1,5700
91441639,2014,1,47942
134525026,2014,1,385.65
