VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
938223463,2014,1,348
51243481,2014,1,4974.83
44703296,2014,2,17133.52
18730891,2014,1,70606.98
12225266,2014,1,5060.73
805875700,2014,3,25275.76
838402980,2014,2,22250
17819201,2014,2,319640.5
79420448,2014,1,57148.56
849325469,2014,1,20701
11633203,2014,1,52788.89
946013877,2014,1,31425
499310795,2014,2,57003.28
92892611,2014,3,32242.4
74976283,2014,1,4655.39
104144480,2014,1,47000
15188162,2014,2,71729.17
97759872,2014,2,224637
181544354,2014,1,9132.25
877816418,2014,2,758591.13
4961199,2014,4,40295.1
118123249,2014,3,141732
81560922,2014,2,15073.69
964805357,2014,1,22000
426154577,2014,1,79345.9
42343988,2014,1,5795
27384940,2014,1,9336
622612240,2014,1,5371.92
28432255,2014,1,22000
324224799,2014,1,25100
620508965,2014,2,31755
967342858,2014,1,3435
90424029,2014,1,5750
28579803,2014,1,5599.36
842181257,2014,1,82698
551125938,2014,2,91039.11
161207600,2014,2,4961.58
703541318,2014,2,19224.8
799312728,2014,1,23236.32
861323798,2014,1,5842.4
833158053,2014,8,125343.75
659647177,2014,2,35262.2
62973128,2014,1,3750
831558747,2014,2,121890
78728480,2014,1,12464
27139927,2014,2,37061.3
859679045,2014,2,22755
154418177,2014,9,692069.5
602673188,2014,3,1240328.4
193795031,2014,1,5000
44037802,2014,5,969097
804541514,2014,1,20065
14537690,2014,1,4383.85
788439219,2014,3,78071.32
140324455,2014,2,5950
135470594,2014,1,5950.84
165018417,2014,1,24396
104944736,2014,1,232672.51
176382729,2014,1,11502
614859135,2014,1,19305.31
78810949,2014,2,29440
22350941,2014,1,156117.03
27312495,2014,1,59962.5
848062720,2014,1,7410
43458991,2014,2,180002.79
79447080,2014,1,52200.28
161236500,2014,1,70805.04
79396678,2014,1,1864.96
31986446,2014,1,10200
791036176,2014,1,4400
71426894,2014,1,3157
615572591,2014,3,53262.91
139613355,2014,1,6890.04
625178678,2014,1,17303
797384526,2014,4,15620
32626848,2014,2,80847.85
683534993,2014,1,9605.11
61447467,2014,4,213439.26
134654347,2014,1,35021.4
808842348,2014,2,33400
49515794,2014,3,214888
830433525,2014,2,8040
961609745,2014,1,4140
137398363,2014,1,58897
28624070,2014,2,142370
961842007,2014,1,20000
962753237,2014,1,3198000
81660656,2014,3,2079565.75
139608363,2014,1,4352.4
843555686,2014,1,23397
84066641,2014,2,910512.21
808322846,2014,1,9000
108728598,2014,3,13693.57
5169487,2014,1,7817
832578038,2014,1,0
43670749,2014,4,187642.9
105521897,2014,2,2255855
784256005,2014,1,8600
147257224,2014,2,16714
57934176,2014,1,4847.44
8709859,2014,1,11046
102242757,2014,4,125901.9
690748629,2014,2,52824.76
555940865,2014,2,18040
175106215,2014,1,9450
10496472,2014,2,23095
111328493,2014,3,22965.19
559872016,2014,1,24096.13
618909543,2014,2,16663.13
610310174,2014,2,12702
99669520,2014,1,21793
79238642,2014,2,51600
967109588,2014,1,5988
803004472,2014,1,4380
804335859,2014,2,105821
17316592,2014,1,13886
38927823,2014,2,102481
137471566,2014,1,33319
78708690,2014,3,89580
793205832,2014,4,41610.34
199078320,2014,1,91008
249156068,2014,1,3496.34
3179322,2014,4,39917.72
843945556,2014,1,9999.98
137160367,2014,1,250000
78852826,2014,4,6807.87
68922160,2014,1,256551.05
198018855,2014,1,4023.21
31003861,2014,1,20637
78604405,2014,1,12350
13536294,2014,1,24000
605832120,2014,1,3745
64813926,2014,1,485428.3
845992374,2014,1,110440
78864620,2014,2,576660
618916972,2014,1,122000
54960836,2014,1,3297
957471753,2014,2,129840.6
796110013,2014,1,4800
808109461,2014,3,1001232.2
9661638,2014,8,245761.3
142542658,2014,3,25314
168549439,2014,1,16112.8
135826365,2014,1,61500
329992887,2014,2,146427.17
85723943,2014,1,7857
102308897,2014,2,19750
149275641,2014,5,113025
130832421,2014,4,18612.25
433574241,2014,4,2763060.96
753379213,2014,1,0
85457000,2014,3,15104.31
961987984,2014,3,36588
8872129,2014,2,13021.25
802337030,2014,1,132593.14
800016289,2014,1,4140
283285690,2014,1,4132.8
183507086,2014,3,24874.88
167450357,2014,1,5321.4
962529322,2014,1,36123.48
64548542,2014,1,4492.75
3742670,2014,2,9100
5928999,2014,1,8.88
33698635,2014,1,50278.5
623993792,2014,3,14225
121828859,2014,1,6320
67407817,2014,1,4505.31
37695756,2014,4,42676
787932417,2014,2,7402
6644728,2014,1,18050
78748109,2014,1,6539.01
2041890,2014,1,6988.99
16576523,2014,1,41702.5
149330917,2014,3,42050
70446448,2014,1,10000
101361389,2014,1,6200
688026095,2014,2,518104.23
159951946,2014,2,15752
79319139,2014,2,23105
6565951,2014,3,23950
110918661,2014,1,599884.3
78866546,2014,3,8219.2
831924662,2014,3,32212
243438376,2014,1,69763
961924623,2014,1,6000
69492981,2014,1,309499.81
170508266,2014,2,8000
963289983,2014,2,49160
104064857,2014,1,9900
943201384,2014,1,19000
832940915,2014,1,3640
784248366,2014,2,0
961573909,2014,1,199645
33359428,2014,1,5331
1717040,2014,1,66000
9493664,2014,1,23005.7
807971762,2014,1,480887.4
68679027,2014,1,3995
82969684,2014,1,18940
609604884,2014,1,5661
614895709,2014,1,43637
181714804,2014,2,135177.89
603631326,2014,4,139586.25
401381561,2014,1,21847
8904328,2014,1,6303.46
341249769,2014,2,27525.36
43642230,2014,3,110195
85921646,2014,2,31700
76214378,2014,1,173939
184542467,2014,3,14075
10503050,2014,1,5000
182619627,2014,2,84639
855037177,2014,1,0
877929125,2014,2,149682
611973764,2014,1,10197
147675578,2014,1,14219
2530335,2014,2,5170.74
32211286,2014,1,36452
20924353,2014,2,1315743.48
616772083,2014,1,11500
149343803,2014,1,5000
607930109,2014,1,10262.04
79401658,2014,1,9630.63
962690462,2014,3,32400
832403948,2014,1,2501
30915388,2014,1,5000
190846683,2014,1,16000
966259124,2014,1,6614.21
961777880,2014,2,23753.16
71437586,2014,1,37304.4
13510255,2014,1,2478
54402342,2014,2,23800
828520556,2014,1,3300
158716857,2014,1,2980
1147545,2014,1,8851.11
69459576,2014,1,1555903.73
95097536,2014,3,136927.8
33371910,2014,1,8160.99
878892124,2014,1,172617
782762533,2014,1,52700
939007555,2014,2,75035
151735271,2014,1,20448
693068421,2014,1,2337.78
555396766,2014,1,394617.34
145619461,2014,1,38096.05
68562104,2014,1,9762.16
15507673,2014,2,14446
191032130,2014,1,20000
25275721,2014,3,304487.74
71639884,2014,1,151628.84
132237178,2014,2,30776.94
2554520,2014,1,5561
615066958,2014,1,10100
65014821,2014,1,3660
832246032,2014,1,6600
330776779,2014,4,109207.34
610209520,2014,1,3097.17
72864143,2014,2,8174.1
839821282,2014,3,15403
611755711,2014,1,882
79178504,2014,1,274978
79510340,2014,1,20400
148055531,2014,1,24864
604085840,2014,4,1018208
783199578,2014,1,17136
79510197,2014,1,4000
853769862,2014,1,15000
564513836,2014,2,2795670.96
144392615,2014,1,3883
46587952,2014,1,6841.48
788779093,2014,1,41600
144948056,2014,5,2388201
804507341,2014,1,12285
829169486,2014,2,606911
831251496,2014,1,4752
46112363,2014,3,50070.64
780567777,2014,1,991055.52
184727696,2014,1,616460
137522855,2014,1,56864
81510682,2014,2,40721.37
826367158,2014,2,32913
809872187,2014,1,5600
130186794,2014,2,43827.95
79389192,2014,1,24815
117768023,2014,5,262362
138056432,2014,2,51650
962285321,2014,1,8930
106628576,2014,4,4487.55
60340564,2014,4,25325
962174608,2014,2,70300
78695022,2014,2,86962
76701093,2014,1,4153.1
73338113,2014,1,17358.46
79323982,2014,1,399510
78312764,2014,5,267540
779948306,2014,1,2500
800124166,2014,1,56956.38
49508096,2014,1,17737
79456324,2014,1,27352
671992135,2014,1,351564
61890737,2014,3,356876.09
75730325,2014,1,41768.5
783676815,2014,1,44000
66175266,2014,2,95020.48
361932804,2014,1,8379
6944557,2014,1,7000
205848013,2014,2,8080
147843960,2014,3,28097.06
78707603,2014,2,13195
58757774,2014,1,40767
119033129,2014,2,20668
26874594,2014,3,12501.25
34650234,2014,1,21114
23963452,2014,1,122424
136666505,2014,2,11204
558093547,2014,1,12857.14
79334659,2014,1,172846.05
837366798,2014,2,66000
79294033,2014,1,11084.8
967544359,2014,1,19480953.7
153877030,2014,2,14706
164205791,2014,1,52605.64
85500234,2014,2,66755.66
792236168,2014,1,3829.54
18483093,2014,1,0
143412547,2014,1,30601.21
6961932,2014,1,9980
83417238,2014,1,341.58
194301755,2014,1,7263
946231404,2014,1,45000
688000058,2014,4,155277.48
826897063,2014,1,974848
790640937,2014,1,14500
43898154,2014,1,8304
78675532,2014,1,149833
124544011,2014,1,2501
78028818,2014,3,65338.89
167104251,2014,5,2092550.96
557484891,2014,1,2846
9591033,2014,3,56896
830780404,2014,1,19800
807178483,2014,1,36000
12876758,2014,1,14999
47319944,2014,2,12689.05
90538005,2014,1,24990
74451498,2014,1,33384.5
78504836,2014,2,18000
22349281,2014,1,23646
97784248,2014,4,2741600.88
138137372,2014,1,25200
31621506,2014,1,12031
44878077,2014,3,133142.14
28494706,2014,1,350
780697921,2014,1,60079
187645044,2014,1,178873.3
877026922,2014,1,8258
828467006,2014,1,18800
89477892,2014,1,10920
142535009,2014,1,69620
40977319,2014,1,3982.2
881965466,2014,3,17289.61
826986189,2014,2,11756203
291564524,2014,1,5839
59970566,2014,1,17491.5
3044682,2014,2,13096
807865563,2014,1,18000
611373630,2014,1,172053.71
802293407,2014,1,11980
610408619,2014,1,8681.42
828341961,2014,2,197856.95
480523984,2014,1,3120
130004229,2014,1,3000
939187597,2014,1,138000
7146822,2014,1,107342
830834250,2014,4,35485
827149332,2014,1,12150
143160518,2014,1,40296
78479141,2014,1,3225
22681001,2014,1,11953.6
829744148,2014,2,5924.5
10098721,2014,1,4850
45958766,2014,1,11942
114941458,2014,1,8940
880224779,2014,1,75500
807686691,2014,1,27946.99
809583532,2014,1,0
18211719,2014,1,47100
78803420,2014,1,2500
83728832,2014,2,25982
185534828,2014,4,159279.39
968904180,2014,1,5000
78707331,2014,1,49996
809425114,2014,1,221948
84491570,2014,4,80525.25
173659525,2014,1,50000
966379658,2014,3,42561.85
850518332,2014,1,17550
89056183,2014,1,21000
927922240,2014,1,3427.92
787983217,2014,6,36836.47
786185892,2014,2,6600
3083607,2014,1,37824.24
798248451,2014,1,120000
161607460,2014,3,11260.49
78320220,2014,1,1643271.15
50671890,2014,2,101690.5
620931365,2014,1,52248.3
79218081,2014,1,32300
965248321,2014,1,33600
839067493,2014,1,5500
143618986,2014,1,1800
962100025,2014,1,19800
57565327,2014,2,5827.17
17971813,2014,1,310372
833281483,2014,2,64549.02
65559353,2014,1,1272370
124639696,2014,1,6480
157209359,2014,1,15000
167374185,2014,2,37245
122380017,2014,5,238492.55
828460068,2014,1,0
79303630,2014,1,16095
839848900,2014,1,5408
968926006,2014,1,3818.66
827041463,2014,1,6705
53040341,2014,2,7271221.21
809887578,2014,4,53574.55
751162173,2014,1,29997.32
5028139,2014,1,53892.42
603099573,2014,1,405540
670647795,2014,1,217061.69
24290442,2014,1,6528.72
197488489,2014,1,7346.25
837005896,2014,1,23000
840778591,2014,3,134500
78835045,2014,1,5000
79038279,2014,1,4684
149986528,2014,5,189519.61
49184633,2014,1,2747188
42347216,2014,2,1042070
32902087,2014,1,6376.2
788459217,2014,1,10391
50124416,2014,1,164896
604826255,2014,1,5175
138833541,2014,1,33482.06
78815331,2014,1,14000
968835926,2014,1,6100
121364418,2014,1,251920
108309147,2014,4,44792.93
831415265,2014,1,36389
785140976,2014,1,47800
19634943,2014,1,8484
799749130,2014,1,4116217.28
10522308,2014,1,5744
43533327,2014,1,27313.02
131451478,2014,1,8520.02
797395787,2014,1,123600
796433365,2014,1,5186.7
4018524,2014,1,108100
78452407,2014,2,46550
2571439,2014,2,10432.48
79248265,2014,1,124582
878093210,2014,1,234400
86716623,2014,3,42636.2
98486020,2014,1,2501
828963343,2014,1,137411.2
177604626,2014,1,7110.6
826262156,2014,2,11450
79390563,2014,1,3523.5
167126700,2014,1,14320
39705371,2014,2,12746
793636044,2014,2,44545.5
140672742,2014,1,3152330.94
78798871,2014,1,16060
8374530,2014,1,4465.32
171192961,2014,2,71965.8
50367015,2014,1,406825
141257779,2014,1,6700
947013660,2014,1,2850000
18011248,2014,1,52350
53923622,2014,1,5300
800252371,2014,1,3998.18
59384792,2014,1,9107.8
132121976,2014,2,3335.28
139511195,2014,2,7799829
4827481,2014,1,9299903.71
4107726,2014,1,4950
49353597,2014,2,21701.43
312552273,2014,2,221024.37
36312416,2014,1,7590
504381468,2014,3,800390.1
27687776,2014,1,31250
23716934,2014,2,252408.3
30586648,2014,1,60840
20230087,2014,1,9668
66441189,2014,2,26076
21941398,2014,4,39627
826027208,2014,1,6431
373317783,2014,1,40000
626832427,2014,1,167832.28
18907639,2014,2,38961.52
796902844,2014,1,2334.02
34149500,2014,1,0
22146773,2014,1,9476
802721324,2014,1,1150
89856103,2014,2,687232.15
12909862,2014,1,66339
796538630,2014,2,186355
419623178,2014,1,434695.58
112047071,2014,1,36000
808406933,2014,1,25940
795144468,2014,1,7000
147542658,2014,1,304875
756734195,2014,3,69139
800583853,2014,2,0
94457959,2014,1,25057
141537733,2014,1,26580
43636471,2014,2,11454.85
460267581,2014,2,13905.96
172498453,2014,1,9300
4325473,2014,2,121704
31741119,2014,1,12642.43
113337216,2014,2,53615
48922186,2014,1,25740
113268148,2014,2,21831.33
927029629,2014,1,21000
79192274,2014,1,5000
166119776,2014,1,6065.55
120886544,2014,1,5060.25
103194635,2014,1,3339.98
828994686,2014,1,19350
78624118,2014,3,187663.5
848345679,2014,2,54355.17
133883538,2014,2,7389.12
622636079,2014,1,7500
556930816,2014,1,75000
73017147,2014,1,56000
152047929,2014,1,35585
121332022,2014,1,11842
4099610,2014,1,10100
53785812,2014,5,2464643.86
145673450,2014,2,28227.68
964456222,2014,1,20720
11521688,2014,1,7966
118898949,2014,3,764875.6
27426923,2014,1,22298
56350168,2014,1,73747
54577689,2014,1,20242.67
136758948,2014,2,62450
806454414,2014,2,82923.48
6966006,2014,1,6833.46
198549763,2014,1,35000
96176201,2014,2,11200
7858608,2014,3,261429.36
78291901,2014,1,149490
90787938,2014,1,5453
164917135,2014,1,100000
120636662,2014,2,11740
21047432,2014,4,110020.08
965193159,2014,1,24505
342447399,2014,1,47025.84
831245076,2014,1,115842
134893072,2014,1,7767.84
176561905,2014,5,7893.31
216156695,2014,1,27757.31
20917883,2014,1,5520
791684780,2014,4,8528573.08
878861079,2014,1,3515.6
10739573,2014,1,997500
78677634,2014,1,250
94590874,2014,1,1390.15
79420099,2014,1,54525
54424767,2014,1,9000
118256734,2014,1,7922.75
5172192,2014,5,16772.86
784399383,2014,1,6961.62
72061773,2014,3,2810238
93746923,2014,1,141398
78444241,2014,1,10000
961840779,2014,1,64964.97
607746955,2014,1,10925
621666726,2014,1,5233.14
688028401,2014,1,965585.61
72915986,2014,5,14555.05
78400906,2014,1,10725
87657367,2014,1,4499.5
36739477,2014,1,123759
79103590,2014,3,22185.7
142371785,2014,1,20745
967887212,2014,1,850
804861644,2014,2,5100
801696352,2014,1,7995
785403593,2014,1,24973
2558179,2014,1,5666.63
830255006,2014,1,174000
118446975,2014,2,11371.5
74815424,2014,1,5490.43
11478401,2014,1,95040
832363225,2014,1,34692
884199944,2014,1,3450
78659554,2014,1,9452.5
608359949,2014,4,115500
36513535,2014,2,129000
80816945,2014,1,638
606980225,2014,1,5550.36
25937061,2014,1,52395
827597928,2014,2,10188
151564408,2014,3,59694.49
79337954,2014,1,11000.03
78818440,2014,1,0
717385764,2014,1,4569.58
71490940,2014,1,4905.8
153732961,2014,1,124962.94
78683722,2014,2,185801.43
78511333,2014,1,5360
199982299,2014,1,0
967916953,2014,1,6480
806692773,2014,2,1612702.44
4961814,2014,1,
789785268,2014,1,9980
603138707,2014,1,17072.5
127830805,2014,2,21261
197437015,2014,1,15938
106751878,2014,1,12500
619872976,2014,1,36555
363596136,2014,1,556550.75
33092362,2014,1,7500
20757025,2014,1,1250
79422417,2014,1,5896.51
79186611,2014,1,62000
829132955,2014,2,1551557.34
15539823,2014,1,3000
853765485,2014,1,28576.47
825178465,2014,4,34860
964670553,2014,1,280233.11
134880850,2014,1,2800
4871901,2014,1,5520
61908356,2014,4,88577.5
79172551,2014,1,95903
62135048,2014,2,48018.56
147271568,2014,1,5327.5
36728814,2014,1,190132.5
963483693,2014,1,22600
144152519,2014,1,4515
50463202,2014,2,48729
114458136,2014,1,6975
603758223,2014,3,44900.06
808470129,2014,1,
140700076,2014,1,147056
63189898,2014,1,21370
161854067,2014,1,6320
104598524,2014,1,48356.24
18567862,2014,1,52578
38790275,2014,1,7052
128192387,2014,3,453205
75715144,2014,1,7500
137051137,2014,1,57300
12829961,2014,1,11115
60085776,2014,1,12837900
832874510,2014,1,74460
831999128,2014,2,24861
832449326,2014,1,699.93
21550073,2014,2,99337.6
868412420,2014,1,35175
41599303,2014,4,355700
968915004,2014,3,719441.44
78431172,2014,1,9500
849569298,2014,1,6963.24
782787290,2014,3,112000
33809658,2014,1,0
799015222,2014,1,2750
41261306,2014,1,14605.7
179211490,2014,2,268620
614557155,2014,2,13468.4
38632514,2014,1,900
114715266,2014,1,100787.23
965743326,2014,2,15040.23
78630499,2014,1,15120
62333851,2014,2,60744.97
695689922,2014,2,157950.59
966605284,2014,2,656644.29
20399171,2014,3,7181.75
167240345,2014,2,230614
809579808,2014,3,535986.44
195664701,2014,2,412100
931931729,2014,1,250000
807794912,2014,3,15251.2
928485952,2014,1,703000
161224803,2014,2,54240
805693699,2014,2,4213.56
963590364,2014,1,3000
7993496,2014,1,25000
65822350,2014,1,26600
6448694,2014,2,30373.5
86026556,2014,1,9607.25
828267398,2014,1,2500
38045626,2014,1,0
969477814,2014,2,604521
78881701,2014,3,4312.8
18102447,2014,1,98710
38084070,2014,2,19471.4
112749630,2014,1,301110.12
77585201,2014,2,2646.43
74029687,2014,2,43500
861331320,2014,2,9001
32068879,2014,1,2950
77584936,2014,1,74075.76
965038896,2014,1,4950
315602375,2014,1,9900
29981925,2014,1,6566.38
826862307,2014,1,9153
956267553,2014,1,2747.8
799980958,2014,1,33171.15
160636556,2014,2,9750
22926476,2014,1,17966.58
3313199,2014,2,10297
182035217,2014,2,12500
33348855,2014,1,13482
831305896,2014,1,10167.5
827861506,2014,1,139500
137676081,2014,1,60412
1447630,2014,3,15574.45
37943797,2014,1,9800
6254130,2014,1,10960.22
56649684,2014,1,929
79087954,2014,1,3100
106974876,2014,1,147508
942021684,2014,1,149040
16504083,2014,3,102700
964645881,2014,1,3260
28243145,2014,1,0
800023111,2014,1,16222.4
56672785,2014,1,6185
26211003,2014,1,8180
808854165,2014,1,59434.5
55826063,2014,1,26790
13714076,2014,1,6800
800660354,2014,1,2984.4
364134676,2014,1,789923.76
5077581,2014,3,15715
808288117,2014,1,8250
130684152,2014,1,9000
962482621,2014,1,79925
143970205,2014,1,192765.3
123716826,2014,1,20476.5
91820147,2014,2,175086.09
644823911,2014,1,24826.34
557573891,2014,2,866577.96
34968990,2014,1,5635.22
789787194,2014,1,4375
5870910,2014,1,4243.99
808631365,2014,1,100
21461484,2014,3,1092460
26445585,2014,1,6067.2
20427170,2014,1,34765
27734003,2014,2,13865.93
187823380,2014,2,3836471.03
118074967,2014,1,68244
125066006,2014,2,145180
6230593,2014,2,193362
134143291,2014,1,13832
79366760,2014,1,696608.51
946834363,2014,1,1
826966314,2014,1,3105
80318819,2014,2,8072.93
70911433,2014,2,8375
926377920,2014,1,5249.43
961735599,2014,1,3827.11
74347431,2014,1,24900
613842061,2014,1,0
6602376,2014,1,5930.88
79450949,2014,2,24460
10699218,2014,1,19850
855035127,2014,1,49816
184567683,2014,1,3133
831296434,2014,1,1256255.88
967069258,2014,2,250496.97
82079377,2014,1,7500
78852636,2014,2,42669
965032159,2014,1,2000
179187257,2014,2,155700
22461052,2014,1,3371.97
605747880,2014,2,98039
79306803,2014,1,6204.64
74494014,2014,1,1000
32680928,2014,3,12138.26
23045322,2014,1,17500
966451572,2014,1,16060
1733468,2014,1,19169
137770223,2014,1,31383.4
154582423,2014,1,187600
78694155,2014,1,70
26224043,2014,1,9200
621231711,2014,1,2500
22500913,2014,1,5869
58504020,2014,1,5440
102783339,2014,1,15000
163697332,2014,2,18979.8
143617392,2014,1,14216
126460216,2014,1,9710
70263850,2014,1,3518.28
837571819,2014,1,5250
621291470,2014,1,7023
131473456,2014,2,30771.37
938953247,2014,3,68935.99
79434616,2014,1,40000
157877705,2014,1,5760
195667829,2014,1,6770
137259078,2014,1,976.2
39149351,2014,1,21170
4648478,2014,2,23565.95
832546159,2014,1,17500
14606524,2014,1,21108.2
361046563,2014,1,5904.75
830422312,2014,2,78622.6
121689590,2014,4,21367.5
556498822,2014,1,50000
181153938,2014,1,6000
123027075,2014,1,25368
877156125,2014,1,10000
78424409,2014,1,7408
79165450,2014,1,5333000
965195527,2014,2,438575.91
14934405,2014,1,21477.57
2298172,2014,1,1550
711401435,2014,1,12494.12
137142530,2014,1,106559
40630998,2014,1,3839.61
967484648,2014,1,2433.6
602663465,2014,2,6269.62
18837877,2014,2,220402.47
28476353,2014,1,3802
332526503,2014,2,85042.75
830689167,2014,2,96508.94
179910539,2014,2,356968
25607490,2014,1,32604
114076057,2014,2,8975
860180814,2014,2,10201
788216778,2014,1,3617
118045723,2014,1,32024
850636820,2014,1,59801.28
8378304,2014,2,58086
959528274,2014,1,5232
79343345,2014,1,3842.86
957380181,2014,1,9612
78829741,2014,1,3500
137473810,2014,1,33572
142890784,2014,2,1116597.84
800767134,2014,1,485000
410674618,2014,1,52976
148057383,2014,2,12000
144662319,2014,1,167197
79373506,2014,1,43187.6
183584879,2014,1,20000
850493500,2014,1,13493.36
189735954,2014,1,29264
3356313,2014,2,123409.32
312805823,2014,1,24285.71
92435874,2014,1,30819.36
964919344,2014,1,19310.76
73928111,2014,1,4613.85
143330905,2014,1,10218
883211517,2014,1,10730
135835374,2014,1,15140
150711513,2014,1,14632.32
926350760,2014,1,19213.44
831869904,2014,1,9969.56
118740893,2014,2,1811524
779908151,2014,3,82000
10345759,2014,3,20481.04
788940344,2014,2,11856
614979842,2014,1,8000
138258657,2014,1,30909
194847559,2014,1,10000
48824676,2014,1,10000
185481967,2014,1,43462.5
243794687,2014,1,296687.61
787175475,2014,1,3696
96909536,2014,2,108765.5
177487068,2014,2,159300
34780262,2014,1,6037.68
838519457,2014,1,26745.68
876902545,2014,1,17221.92
611718896,2014,4,52680
148189517,2014,2,161994
79419531,2014,1,75000
17463186,2014,1,26470.15
192953540,2014,1,240000
964639496,2014,1,23000
144841744,2014,1,0
25853792,2014,1,5126
57676363,2014,1,5600
9762345,2014,1,3535
56150015,2014,1,32663.84
225174424,2014,1,8010.03
169939048,2014,1,4000
46055896,2014,1,4000
79305867,2014,1,3430
7839108,2014,1,122580
125493416,2014,2,75679.4
849378674,2014,1,5292
781558564,2014,1,127770
183064240,2014,1,8671.08
257291799,2014,3,13843.03
796095685,2014,2,11531.79
100947261,2014,1,16572.14
595188434,2014,1,7354
830432360,2014,1,11450.01
966590353,2014,1,6732
92884949,2014,1,34625
829275259,2014,1,12175
90944547,2014,2,70800
136929473,2014,1,34453
46214508,2014,1,33096
75637348,2014,2,11403.2
5693460,2014,1,7200
67259812,2014,1,37632
19820117,2014,2,286366
832508704,2014,1,4009.5
805770646,2014,1,75000
802238829,2014,1,7530
30102845,2014,1,6800
169182990,2014,1,49128.67
158629998,2014,1,232505
39995147,2014,1,6342.73
807745237,2014,1,10255.02
78474842,2014,1,7333220.85
199087008,2014,1,45000
320000755,2014,2,6693.42
79139167,2014,1,149142.72
832988013,2014,1,7524
847154791,2014,2,62050
692488757,2014,1,40155.52
808601181,2014,1,3000
110829475,2014,1,3350
497287834,2014,1,60725.02
79506815,2014,1,1020
611728585,2014,3,60380.04
78725081,2014,1,6000
604309752,2014,1,115818.22
68292572,2014,2,67500
118356906,2014,1,11508
825983141,2014,1,24992
18456669,2014,1,3750
43450621,2014,2,184200.04
551245769,2014,1,5689707.79
85195030,2014,1,36943
47185694,2014,1,9635
131066347,2014,1,52449.44
181109455,2014,1,5322
21804661,2014,1,748785
114783793,2014,2,656240
609125393,2014,2,16125
78649665,2014,3,104420
60312220,2014,2,9385
79388983,2014,1,4000
28563379,2014,1,66000
360301414,2014,1,13000
828141833,2014,1,221889
806810297,2014,1,1613400
137194507,2014,1,20849
869179705,2014,3,1603991
939442372,2014,1,3389
54867155,2014,1,22344
197223357,2014,1,3942.5
7861219,2014,2,30460.26
178066551,2014,1,23047.66
38992228,2014,1,119091
193544256,2014,1,4300
556194231,2014,1,1400
883241275,2014,1,8566.73
828363924,2014,1,3500
782650022,2014,1,5629.62
32305661,2014,1,3418.2
189125404,2014,1,6450
696253657,2014,2,118333.06
930636498,2014,1,1121.75
78527932,2014,1,4600
185306339,2014,1,5980
829842645,2014,1,1950
33121641,2014,1,10497.85
538474930,2014,3,852990.01
5182373,2014,1,33650
825339224,2014,2,47400
114338817,2014,2,97910
805039153,2014,2,1079.5
144145500,2014,1,70485.2
4773586,2014,4,132826.04
613454474,2014,1,2345
797132375,2014,1,36
61021312,2014,2,66558.38
71445134,2014,1,5400
969234199,2014,1,365072
78409348,2014,1,35275
830559287,2014,3,13168.21
968339304,2014,2,21756
180648057,2014,1,427456
612612973,2014,1,500
77635345,2014,1,540
15107980,2014,4,2033.14
947777801,2014,1,9050
967310934,2014,1,1220
788356947,2014,1,36850.41
44274939,2014,1,3045
805339991,2014,1,4298.11
878250620,2014,1,4401.9
148393189,2014,1,218310
31103161,2014,4,384526.4
124171385,2014,1,1135
23403363,2014,1,3600
30247170,2014,1,2340
125110523,2014,2,203225
960252930,2014,1,467195
27193502,2014,1,4893
73415932,2014,1,4000
961732992,2014,1,2800
788808798,2014,2,33296.25
41866497,2014,2,198711.96
798308748,2014,1,20280
962356528,2014,2,148500
613812200,2014,2,140674.28
55481782,2014,1,7145
186570545,2014,3,22064.2
118670397,2014,5,213842.76
796319312,2014,1,5130
17469337,2014,1,2501
616811113,2014,4,693544.2
13815126,2014,1,15237
879828754,2014,1,6056.95
78065109,2014,1,7800
19630891,2014,1,14249
75721118,2014,3,5337.92
790828362,2014,1,7687.79
137765736,2014,1,31284
79416307,2014,1,13350
37623915,2014,1,59850
877698936,2014,1,2639672
117452933,2014,3,45000
969107775,2014,1,37575
183563493,2014,1,3665
29857430,2014,1,12694
79293179,2014,1,6200
79366637,2014,1,14600
616389131,2014,1,17846
21112775,2014,1,6800
175913532,2014,1,688700
144664575,2014,1,32468.8
964507628,2014,2,9500
138734665,2014,1,4785
144996787,2014,1,12000
12583520,2014,1,6800
969865463,2014,1,28000
78305412,2014,1,40665.68
830041500,2014,3,0
837986462,2014,3,65633.82
610312654,2014,1,381.39
34922310,2014,1,12000
249048752,2014,2,18300.48
965219681,2014,1,20375
798021333,2014,3,64369
831856182,2014,1,138614.28
75637389,2014,1,14200
118069611,2014,1,339996.96
65824070,2014,1,16600
693067688,2014,1,144216.25
67499959,2014,2,9126
154629174,2014,1,31440
11057291,2014,6,4041.32
105683390,2014,2,7325
152038543,2014,1,4200
90074659,2014,1,9450
47941372,2014,1,5687.5
189593549,2014,1,5310
942798158,2014,1,7902
958550766,2014,1,25000
134161533,2014,3,308685
112796821,2014,3,122872.25
140736815,2014,1,11626
5529677,2014,1,19996.6
66610734,2014,1,3114.8
97039234,2014,1,16372
759408990,2014,1,40043.06
9174087,2014,1,10144.25
427922419,2014,1,10330
816302198,2014,1,1254264
167881841,2014,1,280077.6
15051832,2014,1,6695.02
187865147,2014,2,147221
142293021,2014,2,1811.25
